,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,area_name,total_cases,area_code,tot_mobility
0,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-17,-3.0,-2.0,4.0,-1.0,-4.0,,City of London,104,E09000001,-2.5
1,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-18,-2.0,-2.0,-1.0,-2.0,-2.0,,City of London,104,E09000001,-2.0
2,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-19,-7.0,-4.0,5.0,0.0,-4.0,,City of London,104,E09000001,-3.75
3,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-20,-7.0,-7.0,-11.0,-3.0,-3.0,,City of London,104,E09000001,-5.0
4,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-21,-3.0,-2.0,5.0,-3.0,-4.0,,City of London,104,E09000001,-3.0
5,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-24,-7.0,-12.0,-13.0,-1.0,2.0,,City of London,104,E09000001,-4.5
6,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-25,-1.0,1.0,-5.0,-1.0,3.0,,City of London,104,E09000001,0.5
7,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-26,0.0,-3.0,1.0,-3.0,6.0,,City of London,104,E09000001,0.0
8,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-27,0.0,-4.0,-9.0,-1.0,4.0,,City of London,104,E09000001,-0.25
9,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-02-28,-2.0,-6.0,-12.0,0.0,0.0,,City of London,104,E09000001,-2.0
10,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-02,-2.0,0.0,-25.0,-4.0,4.0,,City of London,104,E09000001,-0.5
11,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-03,-5.0,-1.0,-11.0,-7.0,3.0,,City of London,104,E09000001,-2.5
12,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-04,-6.0,-5.0,-7.0,-5.0,4.0,,City of London,104,E09000001,-3.0
13,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-05,-14.0,-17.0,-25.0,-2.0,1.0,,City of London,104,E09000001,-8.0
14,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-06,-4.0,2.0,5.0,-5.0,3.0,,City of London,104,E09000001,-1.0
15,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-09,-10.0,-5.0,-8.0,-8.0,-6.0,,City of London,104,E09000001,-7.25
16,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-10,-14.0,-5.0,-17.0,-10.0,-2.0,,City of London,104,E09000001,-7.75
17,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-11,-17.0,-8.0,-10.0,-15.0,-5.0,,City of London,104,E09000001,-11.25
18,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-12,-22.0,-11.0,-23.0,-20.0,-15.0,,City of London,104,E09000001,-17.0
19,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-13,-29.0,-15.0,-30.0,-27.0,-23.0,,City of London,104,E09000001,-23.5
20,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-16,-40.0,-20.0,-42.0,-40.0,-38.0,,City of London,104,E09000001,-34.5
21,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-17,-62.0,-40.0,-60.0,-56.0,-54.0,,City of London,104,E09000001,-53.0
22,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-18,-73.0,-46.0,-65.0,-66.0,-62.0,,City of London,104,E09000001,-61.75
23,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-19,-78.0,-47.0,-74.0,-70.0,-63.0,,City of London,104,E09000001,-64.5
24,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-20,-82.0,-54.0,-77.0,-73.0,-64.0,,City of London,104,E09000001,-68.25
25,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-23,-87.0,-70.0,-82.0,-79.0,-76.0,,City of London,104,E09000001,-78.0
26,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-24,-94.0,-79.0,-88.0,-87.0,-80.0,,City of London,104,E09000001,-85.0
27,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-25,-95.0,-82.0,-88.0,-90.0,-85.0,,City of London,104,E09000001,-88.0
28,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-26,-96.0,-83.0,-91.0,-92.0,-85.0,,City of London,104,E09000001,-89.0
29,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-27,-96.0,-83.0,-91.0,-92.0,-84.0,,City of London,104,E09000001,-88.75
30,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-30,-95.0,-84.0,-90.0,-93.0,-82.0,,City of London,104,E09000001,-88.5
31,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-03-31,-96.0,-84.0,-92.0,-93.0,-85.0,,City of London,104,E09000001,-89.5
32,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-01,-96.0,-85.0,-92.0,-93.0,-85.0,,City of London,104,E09000001,-89.75
33,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-02,-97.0,-85.0,-93.0,-93.0,-86.0,,City of London,104,E09000001,-90.25
34,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-03,-97.0,-84.0,-92.0,-93.0,-83.0,,City of London,104,E09000001,-89.25
35,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-06,-96.0,-85.0,-92.0,-93.0,-80.0,,City of London,104,E09000001,-88.5
36,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-07,-97.0,-84.0,-90.0,-93.0,-87.0,,City of London,104,E09000001,-90.25
37,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-08,-97.0,-84.0,-90.0,-93.0,-87.0,,City of London,104,E09000001,-90.25
38,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-09,-97.0,-82.0,-90.0,-93.0,-84.0,,City of London,104,E09000001,-89.0
39,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-10,-98.0,-88.0,-93.0,-96.0,-89.0,,City of London,104,E09000001,-92.75
40,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-13,-99.0,-91.0,-96.0,-97.0,,,City of London,104,E09000001,
41,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-14,-97.0,-83.0,-91.0,-93.0,-83.0,,City of London,104,E09000001,-89.0
42,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-15,-97.0,-83.0,-91.0,-93.0,-84.0,,City of London,104,E09000001,-89.25
43,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-16,-97.0,-84.0,-93.0,-93.0,-82.0,,City of London,104,E09000001,-89.0
44,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-17,-97.0,-83.0,-93.0,-93.0,-82.0,,City of London,104,E09000001,-88.75
45,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-20,-96.0,-84.0,-91.0,-92.0,-81.0,,City of London,104,E09000001,-88.25
46,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-21,-97.0,-84.0,-90.0,-93.0,-83.0,,City of London,104,E09000001,-89.25
47,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-22,-97.0,-83.0,-90.0,-93.0,-84.0,,City of London,104,E09000001,-89.25
48,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-23,-97.0,-84.0,-91.0,-93.0,-84.0,,City of London,104,E09000001,-89.5
49,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-24,-97.0,-82.0,-90.0,-92.0,-80.0,,City of London,104,E09000001,-87.75
50,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-27,-96.0,-83.0,-91.0,-92.0,-80.0,,City of London,104,E09000001,-87.75
51,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-28,-97.0,-87.0,-93.0,-92.0,-84.0,,City of London,104,E09000001,-90.0
52,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-29,-97.0,-83.0,-91.0,-92.0,-84.0,,City of London,104,E09000001,-89.0
53,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-04-30,-98.0,-85.0,-92.0,-92.0,-84.0,,City of London,104,E09000001,-89.75
54,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-01,-97.0,-82.0,-89.0,-91.0,-82.0,,City of London,104,E09000001,-88.0
55,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-04,-97.0,-83.0,-88.0,-91.0,-80.0,,City of London,104,E09000001,-87.75
56,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-05,-97.0,-84.0,-88.0,-91.0,-84.0,,City of London,104,E09000001,-89.0
57,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-06,-97.0,-82.0,-87.0,-91.0,-81.0,,City of London,104,E09000001,-87.75
58,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-07,-97.0,-82.0,-87.0,-91.0,-80.0,,City of London,104,E09000001,-87.5
59,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-08,-98.0,-87.0,-84.0,-94.0,-83.0,,City of London,104,E09000001,-90.5
60,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-11,-97.0,-84.0,-89.0,-90.0,-82.0,,City of London,104,E09000001,-88.25
61,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-12,-97.0,-83.0,-87.0,-91.0,-81.0,,City of London,104,E09000001,-88.0
62,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-13,-97.0,-83.0,-89.0,-91.0,-79.0,,City of London,104,E09000001,-87.5
63,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-14,-97.0,-83.0,-87.0,-91.0,-82.0,,City of London,104,E09000001,-88.25
64,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-15,-97.0,-80.0,-82.0,-90.0,-80.0,,City of London,104,E09000001,-86.75
65,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-18,-96.0,-82.0,-83.0,-89.0,-79.0,,City of London,104,E09000001,-86.5
66,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-19,-97.0,-80.0,-82.0,-89.0,-82.0,,City of London,104,E09000001,-87.0
67,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-20,-97.0,-81.0,-78.0,-89.0,-77.0,,City of London,104,E09000001,-86.0
68,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-21,-97.0,-80.0,-82.0,-89.0,-80.0,,City of London,104,E09000001,-86.5
69,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-22,-97.0,-79.0,-81.0,-88.0,-77.0,,City of London,104,E09000001,-85.25
70,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-25,-97.0,-86.0,-72.0,-91.0,-85.0,,City of London,104,E09000001,-89.75
71,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-26,-96.0,-80.0,-80.0,-88.0,-80.0,,City of London,104,E09000001,-86.0
72,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-27,-96.0,-81.0,-79.0,-88.0,-77.0,,City of London,104,E09000001,-85.5
73,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-28,-96.0,-79.0,-81.0,-88.0,-78.0,,City of London,104,E09000001,-85.25
74,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-05-29,-96.0,-77.0,-77.0,-87.0,-76.0,,City of London,104,E09000001,-84.0
75,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-01,-95.0,-80.0,-78.0,-87.0,-79.0,,City of London,104,E09000001,-85.25
76,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-02,-96.0,-79.0,-78.0,-87.0,-78.0,,City of London,104,E09000001,-85.0
77,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-03,-96.0,-81.0,-84.0,-87.0,-81.0,,City of London,104,E09000001,-86.25
78,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-04,-97.0,-80.0,-85.0,-88.0,-76.0,,City of London,104,E09000001,-85.25
79,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-05,-96.0,-78.0,-78.0,-86.0,-77.0,,City of London,104,E09000001,-84.25
80,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-08,-95.0,-79.0,-78.0,-86.0,-75.0,,City of London,104,E09000001,-83.75
81,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-09,-95.0,-78.0,-76.0,-86.0,-75.0,,City of London,104,E09000001,-83.5
82,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-10,-96.0,-80.0,-83.0,-87.0,-77.0,,City of London,104,E09000001,-85.0
83,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-11,-96.0,-79.0,-81.0,-87.0,-76.0,,City of London,104,E09000001,-84.5
84,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-12,-96.0,-78.0,-80.0,-85.0,-72.0,,City of London,104,E09000001,-82.75
85,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-15,-93.0,-76.0,-76.0,-84.0,-74.0,,City of London,104,E09000001,-81.75
86,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-16,-94.0,-75.0,-76.0,-85.0,-75.0,,City of London,104,E09000001,-82.25
87,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-17,-94.0,-77.0,-79.0,-85.0,-75.0,,City of London,104,E09000001,-82.75
88,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-18,-95.0,-76.0,-82.0,-86.0,-77.0,,City of London,104,E09000001,-83.5
89,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-19,-94.0,-71.0,-78.0,-83.0,-71.0,,City of London,104,E09000001,-79.75
90,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-22,-93.0,-74.0,-70.0,-83.0,-76.0,,City of London,104,E09000001,-81.5
91,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-23,-94.0,-74.0,-70.0,-84.0,-76.0,,City of London,104,E09000001,-82.0
92,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-24,-94.0,-72.0,-70.0,-83.0,-73.0,,City of London,104,E09000001,-80.5
93,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-25,-94.0,-73.0,-73.0,-82.0,-75.0,,City of London,104,E09000001,-81.0
94,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-26,-94.0,-71.0,-72.0,-81.0,-74.0,,City of London,104,E09000001,-80.0
95,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-29,-93.0,-74.0,-74.0,-82.0,-74.0,,City of London,104,E09000001,-80.75
96,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-06-30,-93.0,-76.0,-78.0,-83.0,-74.0,,City of London,104,E09000001,-81.5
97,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-01,-92.0,-75.0,-74.0,-82.0,-71.0,,City of London,104,E09000001,-80.0
98,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-02,-93.0,-75.0,-78.0,-83.0,-74.0,,City of London,104,E09000001,-81.25
99,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-03,-92.0,-71.0,-69.0,-80.0,-72.0,,City of London,104,E09000001,-78.75
100,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-06,-89.0,-74.0,-70.0,-80.0,-72.0,,City of London,104,E09000001,-78.75
101,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-07,-90.0,-75.0,-72.0,-81.0,-74.0,,City of London,104,E09000001,-80.0
102,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-08,-91.0,-75.0,-75.0,-81.0,-71.0,,City of London,104,E09000001,-79.5
103,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-09,-91.0,-74.0,-74.0,-80.0,-71.0,,City of London,104,E09000001,-79.0
104,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-10,-90.0,-70.0,-66.0,-77.0,-69.0,,City of London,104,E09000001,-76.5
105,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-13,-89.0,-74.0,-60.0,-79.0,-68.0,,City of London,104,E09000001,-77.5
106,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-14,-89.0,-73.0,-65.0,-80.0,-72.0,,City of London,104,E09000001,-78.5
107,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-15,-88.0,-73.0,-64.0,-79.0,-69.0,,City of London,104,E09000001,-77.25
108,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-16,-88.0,-73.0,-67.0,-80.0,-69.0,,City of London,104,E09000001,-77.5
109,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-17,-88.0,-69.0,-58.0,-77.0,-68.0,,City of London,104,E09000001,-75.5
110,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-20,-87.0,-72.0,-59.0,-79.0,-68.0,,City of London,104,E09000001,-76.5
111,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-21,-87.0,-71.0,-60.0,-78.0,-68.0,,City of London,104,E09000001,-76.0
112,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-22,-87.0,-70.0,-57.0,-78.0,-67.0,,City of London,104,E09000001,-75.5
113,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-23,-88.0,-71.0,-61.0,-79.0,-67.0,,City of London,104,E09000001,-76.25
114,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-24,-87.0,-69.0,-55.0,-76.0,-68.0,,City of London,104,E09000001,-75.0
115,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-27,-87.0,-74.0,-67.0,-78.0,-69.0,,City of London,104,E09000001,-77.0
116,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-28,-87.0,-71.0,-61.0,-78.0,-70.0,,City of London,104,E09000001,-76.5
117,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-29,-86.0,-70.0,-55.0,-77.0,-69.0,,City of London,104,E09000001,-75.5
118,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-30,-85.0,-71.0,-60.0,-77.0,-68.0,,City of London,104,E09000001,-75.25
119,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-07-31,-85.0,-70.0,-58.0,-75.0,-70.0,,City of London,104,E09000001,-75.0
120,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-03,-83.0,-72.0,-67.0,-77.0,-68.0,,City of London,104,E09000001,-75.0
121,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-04,-83.0,-71.0,-59.0,-77.0,-71.0,,City of London,104,E09000001,-75.5
122,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-05,-81.0,-70.0,-57.0,-76.0,-67.0,,City of London,104,E09000001,-73.5
123,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-06,-83.0,-70.0,-59.0,-77.0,-69.0,,City of London,104,E09000001,-74.75
124,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-07,-83.0,-68.0,-58.0,-75.0,-68.0,,City of London,104,E09000001,-73.5
125,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-10,-80.0,-71.0,-58.0,-75.0,-70.0,,City of London,104,E09000001,-74.0
126,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-11,-80.0,-69.0,-57.0,-76.0,-70.0,,City of London,104,E09000001,-73.75
127,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-12,-80.0,-68.0,-56.0,-76.0,-70.0,,City of London,104,E09000001,-73.5
128,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-13,-83.0,-69.0,-64.0,-77.0,-71.0,,City of London,104,E09000001,-75.0
129,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-14,-83.0,-70.0,-62.0,-75.0,-67.0,,City of London,104,E09000001,-73.75
130,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-17,-79.0,-70.0,-58.0,-75.0,,,City of London,104,E09000001,
131,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-18,-78.0,-69.0,-56.0,-76.0,,,City of London,104,E09000001,
132,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-19,-80.0,-71.0,-64.0,-75.0,,,City of London,104,E09000001,
133,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-20,-81.0,-68.0,-55.0,-75.0,,,City of London,104,E09000001,
134,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-21,-82.0,-67.0,-62.0,-74.0,,,City of London,104,E09000001,
135,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-24,-77.0,-69.0,-62.0,-74.0,,,City of London,104,E09000001,
136,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-25,-78.0,-69.0,-67.0,-75.0,,,City of London,104,E09000001,
137,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-26,-76.0,-66.0,-60.0,-73.0,,,City of London,104,E09000001,
138,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-27,-81.0,-69.0,-73.0,-75.0,,,City of London,104,E09000001,
139,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-28,-80.0,-66.0,-70.0,-72.0,,,City of London,104,E09000001,
140,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-08-31,-85.0,-77.0,-65.0,-81.0,,,City of London,104,E09000001,
141,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-01,-79.0,-67.0,-64.0,-73.0,,,City of London,104,E09000001,
142,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-02,-79.0,-66.0,-64.0,-73.0,,,City of London,104,E09000001,
143,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-03,-79.0,-67.0,-69.0,-74.0,,,City of London,104,E09000001,
144,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-04,-78.0,-65.0,-65.0,-71.0,,,City of London,104,E09000001,
145,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-07,-76.0,-68.0,-72.0,-72.0,,,City of London,104,E09000001,
146,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-08,-75.0,-64.0,-65.0,-72.0,,,City of London,104,E09000001,
147,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-09,-76.0,-64.0,-62.0,-71.0,,,City of London,104,E09000001,
148,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-10,-75.0,-63.0,-64.0,-71.0,,,City of London,104,E09000001,
149,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-11,-76.0,-63.0,-68.0,-68.0,-65.0,,City of London,104,E09000001,-68.0
150,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-14,-75.0,-65.0,-65.0,-71.0,-64.0,,City of London,104,E09000001,-68.75
151,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-15,-74.0,-62.0,-66.0,-69.0,-65.0,,City of London,104,E09000001,-67.5
152,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-16,-74.0,-63.0,-62.0,-70.0,-65.0,,City of London,104,E09000001,-68.0
153,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-17,-74.0,-63.0,-64.0,-71.0,-67.0,,City of London,104,E09000001,-68.75
154,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-18,-75.0,-63.0,-68.0,-68.0,-61.0,,City of London,104,E09000001,-66.75
155,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-21,-73.0,-66.0,-67.0,-71.0,-64.0,,City of London,104,E09000001,-68.5
156,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-22,-72.0,-62.0,-66.0,-70.0,-63.0,,City of London,104,E09000001,-66.75
157,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-23,-76.0,-67.0,-74.0,-72.0,-65.0,,City of London,104,E09000001,-70.0
158,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-24,-77.0,-66.0,-77.0,-73.0,-64.0,,City of London,104,E09000001,-70.0
159,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-25,-77.0,-65.0,-77.0,-69.0,-61.0,,City of London,104,E09000001,-68.0
160,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-28,-75.0,-67.0,-73.0,-73.0,-66.0,,City of London,104,E09000001,-70.25
161,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-29,-76.0,-66.0,-74.0,-72.0,-61.0,,City of London,104,E09000001,-68.75
162,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-09-30,-76.0,-67.0,-77.0,-72.0,-63.0,,City of London,104,E09000001,-69.5
163,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-10-01,-76.0,-64.0,-76.0,-73.0,-59.0,,City of London,104,E09000001,-68.0
164,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-10-02,-80.0,-68.0,-80.0,-70.0,-62.0,,City of London,104,E09000001,-70.0
165,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-10-05,-77.0,-66.0,-77.0,-73.0,-59.0,,City of London,104,E09000001,-68.75
166,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-10-06,-77.0,-64.0,-78.0,-72.0,-62.0,,City of London,104,E09000001,-68.75
167,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-10-07,-76.0,-63.0,-74.0,-73.0,-59.0,,City of London,104,E09000001,-67.75
168,ChIJ4Y3fTlUDdkgR0Gbsoi2uDgQ,2020-10-08,-77.0,-63.0,-77.0,-74.0,-61.0,,City of London,104,E09000001,-68.75
